,workclass,education,marital-status,occupation,relationship,race,gender,net-income
5183,Self-emp-not-inc,Assoc-acdm,Never-married,Transport-moving,Not-in-family,White,Male,<=50
5184,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5185,Local-gov,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,<=50
5186,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
5187,Private,HS-grad,Married-spouse-absent,Farming-fishing,Own-child,White,Female,>50
5188,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5189,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
5190,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5191,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,<=50
5192,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5193,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5194,Private,HS-grad,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,>50
5195,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,<=50
5196,Self-emp-inc,HS-grad,Never-married,Sales,Not-in-family,White,Male,<=50
5197,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,<=50
5198,Private,Some-college,Divorced,Craft-repair,Own-child,White,Male,<=50
5199,Private,Bachelors,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,>50
5200,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5201,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5202,Self-emp-inc,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,>50
5203,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5204,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5205,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,<=50
5206,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5207,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Other-relative,White,Female,<=50
5208,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5209,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,<=50
5210,Private,Some-college,Divorced,Sales,Unmarried,White,Male,<=50
5211,Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50
5212,Private,HS-grad,Separated,Other-service,Unmarried,White,Female,<=50
5213,Private,Some-college,Separated,Other-service,Not-in-family,White,Male,<=50
5214,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,Black,Male,<=50
5215,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5216,Self-emp-not-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5217,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,>50
5218,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,<=50
5219,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
5220,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
5221,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
5222,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Husband,White,Male,<=50
5223,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50
5224,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,<=50
5225,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
5226,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5227,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50
5228,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5229,Private,HS-grad,Never-married,Other-service,Own-child,Black,Female,<=50
5230,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5231,Private,11th,Never-married,Other-service,Not-in-family,White,Female,<=50
5232,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,<=50
5233,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5234,Private,Some-college,Divorced,Machine-op-inspct,Unmarried,Black,Female,<=50
5235,Local-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,<=50
5236,Federal-gov,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
5237,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,<=50
5238,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,<=50
5239,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5240,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Male,<=50
5241,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
5242,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Female,<=50
5243,Private,Some-college,Never-married,Sales,Own-child,White,Male,<=50
5244,Self-emp-not-inc,Some-college,Divorced,Transport-moving,Not-in-family,White,Female,<=50
5245,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50
5246,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5247,Federal-gov,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
5248,Private,11th,Never-married,Adm-clerical,Own-child,Black,Female,<=50
5249,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5250,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50
5251,Private,Assoc-acdm,Divorced,Tech-support,Unmarried,White,Female,<=50
5252,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
5253,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
5254,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
5255,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Male,<=50
5256,Self-emp-not-inc,12th,Never-married,Farming-fishing,Own-child,White,Male,<=50
5257,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50
5258,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5259,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,<=50
5260,Private,HS-grad,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,<=50
5261,Private,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,<=50
5262,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Male,<=50
5263,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
5264,Private,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Female,<=50
5265,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50
5266,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5267,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
5268,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5269,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
5270,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
5271,Local-gov,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,<=50
5272,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5273,Private,Some-college,Widowed,Prof-specialty,Not-in-family,White,Female,<=50
5274,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
5275,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,<=50
5276,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,<=50
5277,Private,11th,Never-married,Other-service,Own-child,White,Male,<=50
5278,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5279,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5280,Private,HS-grad,Never-married,Handlers-cleaners,Unmarried,White,Male,<=50
5281,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50
5282,State-gov,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50
5283,State-gov,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,<=50
5284,Private,12th,Never-married,Adm-clerical,Own-child,White,Female,<=50
5285,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50
5286,State-gov,Bachelors,Never-married,Other-service,Not-in-family,White,Female,<=50
5287,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,<=50
5288,Private,Some-college,Never-married,Other-service,Own-child,White,Male,<=50
5289,Federal-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5290,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50
5291,State-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
5292,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,<=50
5293,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Female,<=50
5294,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5295,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,>50
5296,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
5297,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Female,<=50
5298,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5299,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5300,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5301,Private,HS-grad,Married-spouse-absent,Adm-clerical,Other-relative,White,Female,>50
5302,Private,Bachelors,Never-married,Exec-managerial,Own-child,Black,Male,<=50
5303,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50
5304,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5305,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5306,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,<=50
5307,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Female,<=50
5308,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,<=50
5309,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5310,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,<=50
5311,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
5312,Private,12th,Never-married,Other-service,Unmarried,White,Female,<=50
5313,Private,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,<=50
5314,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5315,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Female,<=50
5316,Private,1st-4th,Married-civ-spouse,Other-service,Other-relative,White,Male,<=50
5317,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Male,<=50
5318,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
5319,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,White,Female,>50
5320,State-gov,Assoc-voc,Separated,Adm-clerical,Unmarried,Black,Female,<=50
5321,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,<=50
5322,Private,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,<=50
5323,Private,HS-grad,Divorced,Machine-op-inspct,Other-relative,White,Female,<=50
5324,Private,11th,Married-civ-spouse,Sales,Husband,White,Male,<=50
5325,Private,HS-grad,Divorced,Sales,Not-in-family,White,Male,<=50
5326,Private,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5327,Private,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,<=50
5328,Private,Some-college,Never-married,Sales,Own-child,White,Female,<=50
5329,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,<=50
5330,State-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,<=50
5331,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5332,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5333,Local-gov,HS-grad,Divorced,Protective-serv,Unmarried,White,Female,<=50
5334,Local-gov,10th,Never-married,Other-service,Own-child,White,Female,<=50
5335,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5336,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Male,<=50
5337,Private,1st-4th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5338,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,Female,<=50
5339,Private,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,<=50
5340,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50
5341,Private,Some-college,Never-married,Other-service,Other-relative,White,Female,<=50
5342,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,<=50
5343,Private,Assoc-voc,Divorced,Other-service,Unmarried,White,Female,<=50
5344,Private,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,<=50
5345,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
5346,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,>50
5347,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5348,Local-gov,Assoc-acdm,Never-married,Protective-serv,Unmarried,White,Male,<=50
5349,Self-emp-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
5350,Private,HS-grad,Divorced,Other-service,Own-child,White,Female,<=50
5351,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5352,Private,Some-college,Widowed,Sales,Not-in-family,White,Male,<=50
5353,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50
5354,Private,Bachelors,Never-married,Sales,Unmarried,Black,Female,<=50
5355,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
5356,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5357,Private,11th,Divorced,Other-service,Unmarried,White,Female,<=50
5358,Private,11th,Separated,Priv-house-serv,Unmarried,White,Female,<=50
5359,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Female,<=50
5360,Self-emp-not-inc,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,<=50
5361,State-gov,Masters,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,<=50
5362,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5363,Private,12th,Never-married,Other-service,Not-in-family,White,Female,<=50
5364,Private,5th-6th,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50
5365,Private,12th,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
5366,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,<=50
5367,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5368,Self-emp-inc,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Male,<=50
5369,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,<=50
5370,Self-emp-inc,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,<=50
5371,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5372,Private,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,<=50
5373,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5374,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
5375,Private,Masters,Divorced,Sales,Not-in-family,White,Male,<=50
5376,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,<=50
5377,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
5378,Local-gov,Some-college,Never-married,Protective-serv,Other-relative,White,Female,<=50
5379,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Male,<=50
5380,Private,7th-8th,Never-married,Other-service,Own-child,White,Male,<=50
5381,Private,HS-grad,Never-married,Sales,Own-child,White,Female,<=50
5382,Private,Some-college,Never-married,Machine-op-inspct,Other-relative,Amer-Indian-Eskimo,Male,<=50
5383,State-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50
5384,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<=50
5385,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50
5386,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
5387,Private,1st-4th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
5388,Private,Some-college,Never-married,Sales,Unmarried,White,Female,<=50
5389,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
5390,Private,Assoc-voc,Separated,Protective-serv,Not-in-family,White,Female,<=50
5391,Local-gov,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50
5392,Local-gov,Assoc-acdm,Never-married,Transport-moving,Not-in-family,White,Male,<=50
5393,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5394,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5395,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,<=50
5396,Private,9th,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
5397,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,<=50
5398,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5399,State-gov,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,>50
5400,Private,Some-college,Separated,Exec-managerial,Unmarried,Black,Female,<=50
5401,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5402,State-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
5403,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,<=50
5404,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,<=50
5405,Federal-gov,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,<=50
5406,Private,11th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5407,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Other,Male,<=50
5408,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,<=50
5409,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
5410,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Female,<=50
5411,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,<=50
5412,Private,Assoc-voc,Widowed,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,<=50
5413,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,<=50
5414,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,<=50
5415,Private,Some-college,Never-married,Sales,Unmarried,White,Male,<=50
5416,Private,1st-4th,Never-married,Priv-house-serv,Not-in-family,White,Female,<=50
5417,Private,Assoc-voc,Separated,Adm-clerical,Not-in-family,White,Female,<=50
5418,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5419,Private,11th,Separated,Other-service,Not-in-family,Black,Female,<=50
5420,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5421,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,<=50
5422,Private,HS-grad,Widowed,Adm-clerical,Unmarried,Black,Female,<=50
5423,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5424,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5425,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
5426,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,<=50
5427,Private,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Female,<=50
5428,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5429,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50
5430,Private,11th,Never-married,Other-service,Other-relative,White,Female,<=50
5431,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5432,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50
5433,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,<=50
5434,Private,5th-6th,Never-married,Handlers-cleaners,Own-child,White,Male,<=50
5435,State-gov,Masters,Married-civ-spouse,Exec-managerial,Wife,Black,Female,<=50
5436,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,Black,Female,<=50
5437,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
5438,State-gov,HS-grad,Divorced,Adm-clerical,Own-child,White,Female,<=50
5439,State-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
5440,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,<=50
5441,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
5442,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5443,Private,HS-grad,Divorced,Sales,Own-child,White,Female,<=50
5444,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5445,Private,Bachelors,Never-married,Prof-specialty,Unmarried,Black,Female,<=50
5446,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5447,Self-emp-not-inc,Bachelors,Never-married,Sales,Own-child,White,Male,<=50
5448,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5449,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,<=50
5450,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
5451,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
5452,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50
5453,Private,Some-college,Never-married,Other-service,Own-child,White,Female,<=50
5454,Private,HS-grad,Never-married,Other-service,Unmarried,White,Female,<=50
5455,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,<=50
5456,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
5457,Private,Assoc-voc,Never-married,Other-service,Not-in-family,White,Female,<=50
5458,Private,7th-8th,Separated,Machine-op-inspct,Unmarried,Black,Female,<=50
5459,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
5460,Private,HS-grad,Widowed,Handlers-cleaners,Not-in-family,White,Female,<=50
5461,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,Asian-Pac-Islander,Female,<=50
5462,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,<=50
5463,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,<=50
5464,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
5465,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50
5466,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50
5467,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,Black,Male,<=50
5468,Private,HS-grad,Separated,Tech-support,Unmarried,White,Female,<=50
5469,Private,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,<=50
5470,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
5471,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,<=50
5472,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
5473,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5474,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
5475,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,<=50
5476,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,<=50
5477,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
5478,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5479,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,<=50
5480,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,<=50
5481,Local-gov,7th-8th,Divorced,Handlers-cleaners,Not-in-family,White,Male,<=50
5482,Federal-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
5483,Private,HS-grad,Married-AF-spouse,Adm-clerical,Wife,White,Female,<=50
5484,Private,Some-college,Divorced,Sales,Unmarried,White,Male,<=50
5485,Private,HS-grad,Never-married,Sales,Not-in-family,Black,Male,<=50
5486,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Female,<=50
5487,State-gov,Some-college,Never-married,Exec-managerial,Own-child,White,Male,<=50
5488,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,<=50
5489,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5490,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
5491,Federal-gov,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,<=50
5492,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,<=50
5493,Self-emp-not-inc,9th,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5494,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,<=50
5495,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,<=50
5496,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,<=50
5497,Private,9th,Never-married,Priv-house-serv,Not-in-family,White,Female,<=50
5498,Private,Assoc-voc,Never-married,Sales,Not-in-family,Black,Male,<=50
5499,Private,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,<=50
5500,Federal-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,<=50
5501,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5502,State-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,>50
5503,Private,11th,Never-married,Sales,Own-child,White,Female,<=50
5504,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
5505,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,<=50
5506,Local-gov,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
5507,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,<=50
5508,Private,HS-grad,Never-married,Sales,Not-in-family,Amer-Indian-Eskimo,Male,<=50
5509,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
5510,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,<=50
5511,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,<=50
5512,Private,Bachelors,Divorced,Other-service,Unmarried,Other,Female,<=50
5513,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,<=50
5514,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,<=50
5515,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,<=50
5516,Private,HS-grad,Divorced,Priv-house-serv,Unmarried,White,Female,<=50
5517,Private,7th-8th,Never-married,Craft-repair,Not-in-family,White,Male,<=50
